date,amount_rm,description
2026-06-26,15.90,Celsius Coffee TamarARIFF IZHAM BIN ABD* ZI95-T2-296642
2026-06-26,8.00,Celsius Coffee TamarARIFF IZHAM BIN ABD* CS-0222661
2026-06-26,79.90,Celsius Coffee TamarARIFF IZHAM BIN ABD* CS-0222961
2026-06-26,30.60,Celsius Coffee TamarARIFF IZHAM BIN ABD* 000VTS-P080006
2026-06-26,39.50,Celsius Coffee TamarARIFF IZHAM BIN ABD* CS-0222969
2026-06-26,240.00,CELSIUS COFFEE PUTRABLANCOZ SDN BHD * 26-0616
2026-06-26,71.60,Celsius Coffee PutraARIFF IZHAM BIN ABD* GBC19062026CLA
2026-06-26,214.00,Celsius Coffee PutraULTRA GREEN SUPPLIE* 234486
2026-06-26,342.00,Celsius Coffee PutraJS BREADSERIE ENTER* SO-00636
2026-06-26,364.80,Celsius Coffee PutraULTRA GREEN SUPPLIE* 231053
2026-06-26,35.20,Celsius Coffee PutraARIFF IZHAM BIN ABD* R000122307CLAI
2026-06-26,18.00,Celsius Coffee PutraARIFF IZHAM BIN ABD* GRAB0001CLAIMO
2026-06-26,2817.00,"CELSIUS COFFEE PUTRACOUNTRY BREAD BAKER* INV-006421, 00"
2026-06-26,3.50,Celsius Coffee PutraARIFF IZHAM BIN ABD* 1300868252686C
2026-06-26,679.68,CELSIUS COFFEE PUTRATMM RESOURCES * 1-15085
2026-06-26,55.60,Celsius Coffee Shah ARIFF IZHAM BIN ABD* A-9DELP2TGWSDF
2026-06-26,77.30,Celsius Coffee Shah ARIFF IZHAM BIN ABD* GB19062026CLAI
2026-06-26,364.80,Celsius Coffee Shah ULTRA GREEN SUPPLIE* 230955
2026-06-26,87.00,Celsius Coffee Shah ARIFF IZHAM BIN ABD* A-9D92GQAW2JXP
2026-06-26,44.08,Celsius Coffee NilaiARIFF IZHAM BIN ABD* A-9DELTX9WW3QN
2026-06-26,148.00,CELSIUS COFFEE SHAH BLANCOZ SDN BHD * 26-0617
2026-06-26,708.70,CELSIUS COFFEE SHAH DANKOFF SDN BHD * IN600156449
2026-06-26,679.68,CELSIUS COFFEE TAMARTMM RESOURCES * 1-15086
2026-06-26,428.00,Celsius Coffee Shah ULTRA GREEN SUPPLIE* 229946
2026-06-26,93.30,Celsius Coffee Shah ARIFF IZHAM BIN ABD* INV-2001
2026-06-26,428.00,Celsius Coffee TamarULTRA GREEN SUPPLIE* 234485
2026-06-26,22.40,Celsius Coffee TamarARIFF IZHAM BIN ABD* 11C28720339C19
2026-06-26,27.40,Celsius Coffee TamarARIFF IZHAM BIN ABD* ZI95-T3-428584
2026-06-26,148.00,CELSIUS COFFEE TAMARBLANCOZ SDN BHD * 26-0618
2026-06-26,66.00,Celsius Coffee TamarARIFF IZHAM BIN ABD* R0000296903
2026-06-26,30.70,Celsius Coffee PutraARIFF IZHAM BIN ABD* JGC12b16619602
2026-06-26,25.65,Celsius Coffee PutraARIFF IZHAM BIN ABD* JGCI2616811002
2026-06-26,668.30,CELSIUS COFFEE PUTRABEARD BROTHERS MEAT* 1-15086
2026-06-26,196.40,Celsius Coffee PutraARIFF IZHAM BIN ABD* A-9EIC4S5WW6PU
2026-06-26,1063.05,CELSIUS COFFEE PUTRADANKOFF SDN BHD * IN600156456
2026-06-26,19.75,Celsius Coffee PutraARIFF IZHAM BIN ABD* JGCI2616816601
2026-06-29,639.00,CELSIUS COFFEE PUTRAARYZTA FOOD SOLUTIO* INV0859372
2026-06-29,924.00,Celsius Coffee PutraNYC TREATS RESOURCE* 1212
2026-06-29,71.60,Celsius Coffee PutraARIFF IZHAM BIN ABD* A-9FV5EHFWWMIO
2026-06-29,490.00,CELSIUS COFFEE PUTRA365EAT FOOD SDN BHD* 365IN2606-0105
2026-06-29,455.00,CELSIUS COFFEE PUTRAJIJUS CAKES TO SHAR* IV5235
2026-06-29,490.00,CELSIUS COFFEE PUTRA365EAT FOOD SDN BHD* 365IN2606-0096
2026-06-29,330.00,Celsius Coffee PutraJS BREADSERIE ENTER* SO-00646
2026-06-29,320.00,Celsius Coffee TamarJS BREADSERIE ENTER* SO-00648
2026-06-29,30.60,Celsius Coffee TamarARIFF IZHAM BIN ABD* 000VTS-P080006
2026-06-29,375.00,CELSIUS COFFEE TAMAR365EAT FOOD SDN BHD* 365IN2606-0107
2026-06-29,355.00,CELSIUS COFFEE TAMARJIJUS CAKES TO SHAR* IV5234
2026-06-29,920.00,Celsius Coffee TamarNYC TREATS RESOURCE* 1213
2026-06-29,77.30,Celsius Coffee NilaiARIFF IZHAM BIN ABD* A-9FV585TWWX5T
2026-06-29,270.00,CELSIUS COFFEE SHAH 365EAT FOOD SDN BHD* 365IN2606-0106
2026-06-29,490.00,CELSIUS COFFEE SHAH 365EAT FOOD SDN BHD* 365IN2606-0097
2026-06-29,894.00,Celsius Coffee Shah NYC TREATS RESOURCE* 1211
2026-06-29,426.00,CELSIUS COFFEE SHAH ARYZTA FOOD SOLUTIO* INV0859373
2026-06-29,88.40,Celsius Coffee NilaiARIFF IZHAM BIN ABD* A-9GPJ2FTGX7FV
2026-06-29,347.50,Celsius Coffee Shah JS BREADSERIE ENTER* SO-00647
2026-06-29,355.00,CELSIUS COFFEE SHAH JIJUS CAKES TO SHAR* IV5233
2026-06-29,144.20,Celsius Coffee Shah ARIFF IZHAM BIN ABD* A-9GGQ56EGWXEK
2026-07-01,252.80,Celsius Coffee PutraARIFF IZHAM BIN ABD* QT-07895
2026-07-01,39.00,Celsius Coffee TamarARIFF IZHAM BIN ABD* CS-0224307
2026-07-01,28.30,Celsius Coffee TamarARIFF IZHAM BIN ABD* ZI95-T4-370850
2026-07-01,7.20,Celsius Coffee TamarARIFF IZHAM BIN ABD* 1509465242796
2026-07-01,39.00,Celsius Coffee TamarARIFF IZHAM BIN ABD* CS-0224307
2026-07-01,14.50,Celsius Coffee TamarARIFF IZHAM BIN ABD* ZI95-T4-371126
2026-07-01,49.00,Celsius Coffee TamarARIFF IZHAM BIN ABD* CS-0222497
2026-07-01,2533.50,Celsius Coffee PutraCOLLECTIVE PROJECT * IV-02050
2026-07-01,5.00,Celsius Coffee PutraARIFF IZHAM BIN ABD* 26062514311043
2026-07-01,1703.70,Celsius Coffee TamarCOLLECTIVE PROJECT * IV-02052
2026-07-01,75.00,Celsius Coffee TamarARIFF IZHAM BIN ABD* CS-0222568
2026-07-01,8.00,Celsius Coffee TamarARIFF IZHAM BIN ABD* CS-0223269
2026-07-01,29.70,Celsius Coffee TamarARIFF IZHAM BIN ABD* 1118-01-116593
2026-07-01,35.20,Celsius Coffee TamarARIFF IZHAM BIN ABD* 35182578611364
2026-07-01,29.55,Celsius Coffee TamarARIFF IZHAM BIN ABD* 000VTS-P400037
2026-07-01,19.80,Celsius Coffee TamarARIFF IZHAM BIN ABD* 000VTS-P080006
2026-07-01,9.25,Celsius Coffee TamarARIFF IZHAM BIN ABD* 000VTS-P020001
2026-07-01,26.00,Celsius Coffee TamarARIFF IZHAM BIN ABD* CS-0224162
2026-07-01,4.05,Celsius Coffee TamarARIFF IZHAM BIN ABD* 000VTS-P080006
2026-07-01,28.00,Celsius Coffee TamarARIFF IZHAM BIN ABD* 35262322216587
2026-07-01,13.30,Celsius Coffee PutraARIFF IZHAM BIN ABD* R000123271
2026-07-01,3.20,Celsius Coffee PutraARIFF IZHAM BIN ABD* PIOI2202606270
2026-07-01,5.00,Celsius Coffee PutraARIFF IZHAM BIN ABD* 26062514311043
2026-07-01,16.60,Celsius Coffee PutraARIFF IZHAM BIN ABD* 35282546249414
2026-07-01,14.60,Celsius Coffee PutraARIFF IZHAM BIN ABD* 35175821372788
2026-07-01,35.00,Celsius Coffee PutraARIFF IZHAM BIN ABD* GB27062026
2026-07-01,6.70,Celsius Coffee PutraARIFF IZHAM BIN ABD* JGCI2617714004
2026-07-01,4.00,Celsius Coffee PutraARIFF IZHAM BIN ABD* R000122650
2026-07-01,28.30,Celsius Coffee PutraARIFF IZHAM BIN ABD* JGC12617017601
2026-07-01,196.00,Celsius Coffee PutraARIFF IZHAM BIN ABD* CS-0223081
2026-07-01,9.60,Celsius Coffee PutraARIFF IZHAM BIN ABD* JGCI2617818601
2026-07-01,57.00,Celsius Coffee PutraARIFF IZHAM BIN ABD* 35240058274030
2026-07-01,25.70,Celsius Coffee PutraARIFF IZHAM BIN ABD* JGCI2617116002
2026-07-01,14.00,Celsius Coffee PutraARIFF IZHAM BIN ABD* 2901161285526
2026-07-01,6.70,Celsius Coffee PutraARIFF IZHAM BIN ABD* JGCI2617020002
2026-07-01,22.15,Celsius Coffee Shah ARIFF IZHAM BIN ABD* POS11-1052735
2026-07-01,20.95,Celsius Coffee NilaiARIFF IZHAM BIN ABD* 314821349/102/
2026-07-01,12.30,Celsius Coffee Shah ARIFF IZHAM BIN ABD* HP022060619007
2026-07-01,15.95,Celsius Coffee NilaiARIFF IZHAM BIN ABD* 299021355/102/
2026-07-01,51.65,Celsius Coffee Shah ARIFF IZHAM BIN ABD* POS5-1098814
2026-07-01,27.60,Celsius Coffee Shah ARIFF IZHAM BIN ABD* 10150320260622
2026-07-01,27.00,Celsius Coffee NilaiARIFF IZHAM BIN ABD* 35211967986162
2026-07-01,43.45,Celsius Coffee Shah ARIFF IZHAM BIN ABD* INV-0002
2026-07-01,2.75,Celsius Coffee Shah ARIFF IZHAM BIN ABD* 299021355/102/
2026-07-01,13.70,Celsius Coffee Shah ARIFF IZHAM BIN ABD* CS10439496
2026-07-01,17.00,Celsius Coffee NilaiARIFF IZHAM BIN ABD* ZI95-T3-429892
2026-07-01,27.00,Celsius Coffee NilaiARIFF IZHAM BIN ABD* 35211967986162
2026-07-01,21.50,Celsius Coffee Shah ARIFF IZHAM BIN ABD* CSS13-00020908
2026-07-01,17.20,Celsius Coffee Shah ARIFF IZHAM BIN ABD* 35220351197519
2026-07-01,2115.00,Celsius Coffee Shah COLLECTIVE PROJECT * IV-02051
2026-07-01,1743.03,CelsiusCoffee POKET CAPITAL SDN. * Shared service
2026-07-01,35.00,Celsius Coffee Shah ARIFF IZHAM BIN ABD* 35212418114253
2026-07-01,30.60,Celsius Coffee Shah ARIFF IZHAM BIN ABD* H0290620260620
2026-07-01,57.55,Celsius Coffee Shah ARIFF IZHAM BIN ABD* 139015CLAIM
2026-07-01,22.00,Celsius Coffee Shah ARIFF IZHAM BIN ABD* 35181233696963
2026-07-01,49.10,Celsius Coffee Shah ARIFF IZHAM BIN ABD* GB27-28062026
2026-07-01,108.40,Celsius Coffee Shah ARIFF IZHAM BIN ABD* ZI23-T3-434778
2026-07-01,432.00,Celsius Coffee Shah MILK & MOKA MARKETI* IVCT-00011942
2026-07-01,15.25,Celsius Coffee Shah ARIFF IZHAM BIN ABD* 314821362/102/
2026-07-01,8.90,Celsius Coffee PutraARIFF IZHAM BIN ABD* PiOI2202606070
2026-07-01,44.00,Celsius Coffee TamarARIFF IZHAM BIN ABD* CS-0222504
2026-07-01,124.00,Celsius Coffee PutraARIFF IZHAM BIN ABD* CS-0222496
2026-07-01,21.70,Celsius Coffee PutraARIFF IZHAM BIN ABD* JGCI2617009602
2026-07-01,6.40,Celsius Coffee PutraARIFF IZHAM BIN ABD* PIO11202606200
2026-07-01,72.00,Celsius Coffee PutraARIFF IZHAM BIN ABD* JGCI2617813602
2026-07-03,336.00,CELSIUS COFFEE PUTRACATELUX ENTERPRISE * F26061543A
2026-07-03,995.35,Celsius Coffee PutraBGS TRADING SDN. BH* KIV260610876
2026-07-03,679.68,CELSIUS COFFEE PUTRATMM RESOURCES * 1-15149
2026-07-04,1152.00,CELSIUS COFFEE PUTRAKUALA LUMPUR FRIED * 00654369
2026-07-04,679.68,CELSIUS COFFEE NILAITMM RESOURCES * 1-15151
2026-07-04,486.00,Celsius Coffee Shah GLOBAL COFFEE RESOU* INV-10067418
2026-07-04,409.60,Celsius Coffee TamarGLOBAL COFFEE RESOU* INV-10064463
2026-07-05,509.76,CELSIUS COFFEE TAMARTMM RESOURCES * 1-15150
2026-07-05,280.00,CELSIUS COFFEE PUTRABLANCOZ SDN BHD * 26-0644
2026-07-06,1138.00,Celsius Coffee PutraGLOBAL COFFEE RESOU* INV-10067274
2026-07-06,594.72,CELSIUS COFFEE PUTRATMM RESOURCES * 1-15180
2026-07-07,88.00,Celsius Shah Alam ARIFF IZHAM BIN ABD* Lala20261
2026-07-07,432.00,Celsius Shah Alam MILK & MOKA MARKETI* IVCT-00012166
2026-07-07,28.95,Celsius Shah Alam ARIFF IZHAM BIN ABD* Giant 030726
2026-07-07,489.00,CELSIUS SHAH ALAM YOW SENG SDN BHD * YSIV2606-0495
2026-07-07,23.00,Celsius Coffee NilaiARIFF IZHAM BIN ABD* 35298508158147
2026-07-07,719.60,"Celsius Shah Alam PTS FOOD DISTRIBUTI* PG776,PL0979"
2026-07-07,31.80,Celsius Shah Alam ARIFF IZHAM BIN ABD* CCSA04072026
2026-07-07,1191.50,Celsius Shah Alam COUNTRY BREAD BAKER* 568 587 553 54
2026-07-07,432.60,CELSIUS SHAH ALAM YOW SENG SDN BHD * YSIV2606-0349
2026-07-07,436.40,Celsius Putrajaya GLOBAL COFFEE RESOU* INV10068079
2026-07-07,205.00,Celsius Putrajaya ARIFF IZHAM BIN ABD* 007
2026-07-07,270.00,Celsius Putrajaya YOW SENG SDN BHD * YSIV2606 0209
2026-07-07,870.60,Celsius Putrajaya JG PACIFIC FOODS SD* 26061153
2026-07-07,22.15,Celsius Putrajaya ARIFF IZHAM BIN ABD* JGC12618015601
2026-07-07,231.20,Celsius Putrajaya MUHAMAD SYAFIQ AIMA* Iv 05663
2026-07-07,255.00,Celsius Putrajaya ELITE PAC SDN BHD * IV00176
2026-07-07,797.40,Celsius Putrajaya PTS FOOD DISTRIBUTI* PL26070252 PF2
2026-07-08,350.00,SHAH ALAM SYED ALI SHAH * 263 MAINTENANC
2026-07-08,530.00,Celsius Coffee IOI MESHA GLOBAL SERVICE* 710
2026-07-08,639.00,PUTRAJAYA ARYZTA FOOD SOLUTIO* INV0861406
2026-07-08,631.20,Shah Alam RICH PRODUCTS (MALA* RTPM-SO117942
2026-07-08,148.00,SHAH ALAM BLANCOZ SDN BHD * 26-0676
2026-07-08,1825.00,Celsius Coffee NilaiESHA GLOBAL SERVICE* 709
2026-07-08,745.30,SHAH ALAM JG PACIFIC FOODS SD* 26070079
2026-07-09,6.70,Putrajaya ARIFF IZHAM BIN ABD* JGC12618419601
2026-07-09,88.30,Putrajaya ARIFF IZHAM BIN ABD* JGCI2610419601
2026-07-09,210.00,Putrajaya ARIFF IZHAM BIN ABD* SKBN1120260705
2026-07-09,281.50,Putrajaya COLLECTIVE PROJECT * IV-02103 depo
2026-07-09,168.80,Putrajaya ARIFF IZHAM BIN ABD* A-9HM7GOPGWR55
2026-07-09,189.30,Tamarind COLLECTIVE PROJECT * IV-02105 depo
2026-07-09,21.00,Tamarind ARIFF IZHAM BIN ABD* 35283710583171
2026-07-09,13.90,Tamarind ARIFF IZHAM BIN ABD* Z195-T3-431939
2026-07-09,32.95,Putrajaya ARIFF IZHAM BIN ABD* A-9HLWVHGW2TOM
2026-07-09,94.95,Shah Alam ARIFF IZHAM BIN ABD* SAS91220260702
2026-07-09,235.00,Shah Alam COLLECTIVE PROJECT * IV-02104 depo
2026-07-09,14.70,Shah Alam ARIFF IZHAM BIN ABD* CSS13-00021372
2026-07-09,21.00,Shah Alam ARIFF IZHAM BIN ABD* R000484438
2026-07-09,432.00,Shah Alam MILK & MOKA MARKETI* IVCT-00012064
2026-07-09,10.00,IOI Mall ARIFF IZHAM BIN ABD* 06202
2026-07-09,33.20,IOI Mall ARIFF IZHAM BIN ABD* CSS13-00021503
2026-07-09,41.55,Shah Alam ARIFF IZHAM BIN ABD* 1907-105747
2026-07-09,19.20,Tamarind ARIFF IZHAM BIN ABD* 35284262689054
2026-07-09,33.90,Tamarind ARIFF IZHAM BIN ABD* 000VTS-P080006
2026-07-09,49.90,Tamarind ARIFF IZHAM BIN ABD* 618511293476
2026-07-09,8.90,Putrajaya ARIFF IZHAM BIN ABD* JGC12618316001
2026-07-09,55.40,Putrajaya ARIFF IZHAM BIN ABD* R000124244
2026-07-09,295.00,Putrajaya ARIFF IZHAM BIN ABD* ZTJUNE2026
2026-07-10,8.00,Tamarind ARIFF IZHAM BIN ABD* CS-0225242
2026-07-10,33.80,Tamarind ARIFF IZHAM BIN ABD* 000IVTS-POB000
2026-07-10,30.00,Tamarind ARIFF IZHAM BIN ABD* CS-0225187
2026-07-10,320.00,Tamarind JS BREADSERIE ENTER* SO-00668
2026-07-10,341.04,TAMARIND PASTRY WORLD SDN. B* SO2607/0719
2026-07-10,26.80,Tamarind ARIFF IZHAM BIN ABD* 000VTS-P080006
2026-07-10,494.00,TAMARIND DANKOFF SDN BHD * IN6000158131
2026-07-10,27.80,Tamarind ARIFF IZHAM BIN ABD* R000301474
2026-07-10,44.20,Shah Alam ARIFF IZHAM BIN ABD* 13491026070317
2026-07-10,17.90,IOI Mall ARIFF IZHAM BIN ABD* ZI95-T4-373014
2026-07-10,995.35,Shah Alam BGS TRADING SDN. BH* KIV260617220
2026-07-10,432.00,Shah Alam MILK & MOKA MARKETI* 1-15150
2026-07-10,432.00,Shah Alam MILK & MOKA MARKETI* IVCT-00012222
2026-07-10,49.00,Shah Alam ARIFF IZHAM BIN ABD* CS-0225304
2026-07-10,432.00,Shah Alam MILK & MOKA MARKETI* IVCT-00012222
2026-07-10,11.30,Shah Alam ARIFF IZHAM BIN ABD* 314821371/102/
2026-07-10,181.00,Shah Alam ARIFF IZHAM BIN ABD* F26071054
2026-07-10,37.00,Shah Alam ARIFF IZHAM BIN ABD* 10150620260705
2026-07-10,618.45,SHAH ALAM DANKOFF SDN BHD * IN600159065
2026-07-10,455.00,SHAH ALAM PXL MARKETING SDN B* 150524
2026-07-10,320.00,Shah Alam JS BREADSERIE ENTER* SO-00666
2026-07-10,341.04,SHAH ALAM PASTRY WORLD SDN. B* SO26070722
2026-07-10,29.70,Shah Alam ARIFF IZHAM BIN ABD* 3BA271E70AD638
2026-07-10,110.00,Putrajaya ARIFF IZHAM BIN ABD* JGC12618613602
2026-07-10,8.40,Putrajaya ARIFF IZHAM BIN ABD* R000124623
2026-07-10,679.68,Putrajaya TMM RESOURCES * 1 15265
2026-07-10,341.04,PUTRAJAYA PASTRY WORLD SDN. B* SO2607/0715
2026-07-10,320.00,Putrajaya JS BREADSERIE ENTER* SO-00667
2026-07-10,1780.00,PUTRAJAYA EIGHTY EIGHT FAHREN* I-10819
2026-07-10,280.00,Putrajaya BLANCOZ SDN BHD * 26 0675
2026-07-10,6.00,Putrajaya ARIFF IZHAM BIN ABD* JGC12618515601
2026-07-10,509.76,Putrajaya TMM RESOURCES * 1 15277
2026-07-10,7.00,Putrajaya ARIFF IZHAM BIN ABD* 1470241566
2026-07-13,792.25,Putrajaya BGS TRADING SDN. BH* KIV260617216
2026-07-13,2533.50,Putrajaya COLLECTIVE PROJECT * IV-02070 - Bal
2026-07-13,615.65,PUTRAJAYA DANKOFF SDN BHD * IN600159064
2026-07-13,964.95,PUTRAJAYA JG PACIFIC FOODS SD* 26070229
2026-07-13,2461.00,Celsius Putrajaya COUNTRY BREAD BAKER* INV006546 0065
2026-07-13,465.00,CELSIUS COFFEE TAMARPXL MARKETING SDN B* 150434
2026-07-13,486.40,GLOBAL COFFEE RESOU* INV 10067419
2026-07-13,679.68,TAMARIND TMM RESOURCES * 1-15266
2026-07-13,1703.70,Tamarind COLLECTIVE PROJECT * IV-02071 - Bal
2026-07-13,490.00,TAMARIND 365EAT FOOD SDN BHD* 365IN2607-0033
2026-07-13,1072.00,"CELSIUS COFFEE TAMARCOUNTRY BREAD BAKER* INV-006545, 00"
2026-07-13,475.35,Tamarind BGS TRADING SDN. BH* KIV260617218
2026-07-13,2115.00,Shah Alam COLLECTIVE PROJECT * IV-02069 - Bal
2026-07-14,212.30,Putrajaya ARIFF IZHAM BIN ABD* A-9ILMEXFWWI5L
2026-07-14,148.00,Tamarind BLANCOZ SDN BHD * 26 0677
2026-07-14,594.72,TAMARIND TMM RESOURCES * 1-15366
2026-07-14,207.10,Nilai ARIFF IZHAM BIN ABD* A-9IQ3OA8WWN6B
2026-07-14,768.00,Shah Alam KUALA LUMPUR FRIED * 00653452
2026-07-14,105.20,Shah Alam ARIFF IZHAM BIN ABD* A-9I5JP52GX89M
2026-07-14,240.00,SHAH ALAM ELITE PAC SDN BHD * IV-00188
2026-07-14,768.00,Shah Alam KUALA LUMPUR FRIED * 00653452
2026-07-14,87.50,Shah Alam ARIFF IZHAM BIN ABD* A-9IUTFMNGWQU4
2026-07-14,136.70,Shah Alam ARIFF IZHAM BIN ABD* A-9I9OFA3WW3JS
2026-07-14,426.00,SHAH ALAM ARYZTA FOOD SOLUTIO* INV0863113
2026-07-14,240.00,PUTRAJAYA ELITE PAC SDN BHD * IV-00189
2026-07-14,946.80,Putrajaya RICH PRODUCTS (MALA* RTPM-SO118661
2026-07-14,768.00,PUTRAJAYA KUALA LUMPUR FRIED * 00655567
2026-07-14,639.00,PUTRAJAYA ARYZTA FOOD SOLUTIO* INV0863106
2026-07-15,330.00,Putrajaya JS BREADSERIE ENTER* SO-00658
2026-07-15,158.50,TAMARIND YOW SENG SDN BHD * YSIV2606-1154
2026-07-15,522.00,TAMARIND YOW SENG SDN BHD * YSIV2606-0208
2026-07-15,112.50,TAMARIND YOW SENG SDN BHD * INV-1152
2026-07-15,527.40,TAMARIND YOW SENG SDN BHD * YSIV2606-1688
2026-07-15,189.30,Tamarind COLLECTIVE PROJECT * IV-02117 Depo
2026-07-15,336.00,PUTRAJAYA CATELUX ENTERPRISE * F26071435
2026-07-15,389.00,TAMARIND YOW SENG SDN BHD * YSIV2606-0577
2026-07-15,242.70,TAMARIND YOW SENG SDN BHD * INV-1934
2026-07-15,368.02,TAMARIND YOW SENG SDN BHD * YSIV2606-2224
2026-07-15,320.00,Tamarind JS BREADSERIE ENTER* SO-00656
2026-07-15,347.90,PUTRAJAYA YOW SENG SDN BHD * YSIV2606-1176
2026-07-15,263.00,PUTRAJAYA YOW SENG SDN BHD * YSIV2606-0769
2026-07-15,281.50,Putrajaya COLLECTIVE PROJECT * IV-02115 Depo
2026-07-15,644.30,PUTRAJAYA YOW SENG SDN BHD * INV-1933
2026-07-15,293.00,PUTRAJAYA YOW SENG SDN BHD * YSIV2606-2223
2026-07-15,402.50,PUTRAJAYA YOW SENG SDN BHD * YSIV2606-0578
2026-07-15,210.00,PUTRAJAYA YOW SENG SDN BHD * YSIV2606-0941
2026-07-15,1312.30,PUTRAJAYA YOW SENG SDN BHD * INV-1844
2026-07-16,123.00,Shah Alam ARIFF IZHAM BIN ABD* INV-15371
2026-07-16,432.00,Shah Alam MILK & MOKA MARKETI* IVCT-00012381
2026-07-16,156.50,SHAH ALAM YOW SENG SDN BHD * YSIV2606-2138
2026-07-16,471.00,Shah Alam NYC TREATS RESOURCE* 1217
2026-07-16,873.00,Nilai COLLECTIVE PROJECT * IV-02075 Bal
2026-07-16,468.20,SHAH ALAM YOW SENG SDN BHD * INV-1164
2026-07-16,181.59,Putrajaya ARIFF IZHAM BIN ABD* 260703PF9WD85K
2026-07-16,20.00,Putrajaya ARIFF IZHAM BIN ABD* 35362053280248
2026-07-16,107.10,Putrajaya ARIFF IZHAM BIN ABD* 260705TF7F8MMN
2026-07-16,518.40,Shah Alam MILK & MOKA MARKETI* IVCT-00012324
2026-07-16,436.00,SHAH ALAM YOW SENG SDN BHD * INV-1880
2026-07-16,135.30,Shah Alam ARIFF IZHAM BIN ABD* 260624V646K00N
2026-07-16,31.00,Nilai ARIFF IZHAM BIN ABD* 35377185568736
2026-07-16,618.45,SHAH ALAM DANKOFF SDN BHD * IN600159835
2026-07-16,439.60,SHAH ALAM YOW SENG SDN BHD * YSIV2606-0903
2026-07-16,327.80,SHAH ALAM YOW SENG SDN BHD * YSIV2606-1051
2026-07-16,21.60,IOI Mall ARIFF IZHAM BIN ABD* JGCI2619318601
2026-07-16,216.40,Shah Alam COLLECTIVE PROJECT * IV-02116 Depo
2026-07-16,273.30,SHAH ALAM YOW SENG SDN BHD * YSIV2606-1387
2026-07-16,420.00,Putrajaya MULTI-WAYS PACKAGIN* E-00017639
2026-07-16,21.00,Tamarind ARIFF IZHAM BIN ABD* 35357976433353
2026-07-16,15.00,Tamarind ARIFF IZHAM BIN ABD* 35376465191656
2026-07-16,509.76,TAMARIND TMM RESOURCES * 1-15415
2026-07-16,32.40,Putrajaya ARIFF IZHAM BIN ABD* JGC12619417602
2026-07-16,13.60,Putrajaya ARIFF IZHAM BIN ABD* 35320242295644
2026-07-16,509.76,PUTRAJAYA TMM RESOURCES * IVCT-00012381
2026-07-16,281.00,Putrajaya ARIFF IZHAM BIN ABD* 260622QSGF4GE0
2026-07-16,209.70,Putrajaya ARIFF IZHAM BIN ABD* 15980261971200
2026-07-16,347.50,Shah Alam JS BREADSERIE ENTER* SO-00657
2026-07-17,355.00,Tamarind JIJUS CAKES TO SHAR* IV5285
2026-07-17,355.00,TAMARIND JIJUS CAKES TO SHAR* IV5328
2026-07-17,455.00,PUTRAJAYA JIJUS CAKES TO SHAR* IV5329
2026-07-17,969.10,PUTRAJAYA YOW SENG SDN BHD * YSIV2606-1479
2026-07-17,455.00,Putrajaya JIJUS CAKES TO SHAR* IV5286
2026-07-18,1464.30,PUTRAJAYA YOW SENG SDN BHD * YSIV2606-1689
2026-07-20,490.00,PUTRAJAYA 365EAT FOOD SDN BHD* 365IN2607-0019
2026-07-20,679.68,NILAI TMM RESOURCES * 1-15441
2026-07-20,320.00,Shah Alam JS BREADSERIE ENTER* SO-00678
2026-07-20,181.00,Putrajaya ARIFF IZHAM BIN ABD* F26071056
2026-07-20,590.00,PUTRAJAYA XORA ENTERPRISE SDN* SO-31842
2026-07-20,22.88,Putrajaya ARIFF IZHAM BIN ABD* RF18072026AM
2026-07-20,932.20,SHAH ALAM YOW SENG SDN BHD * YSIV2606-1644
2026-07-20,120.00,Shah Alam ARIFF IZHAM BIN ABD* 2026-0717-001
2026-07-20,2136.00,SHAH ALAM EIGHTY EIGHT FAHREN* I-10824
2026-07-20,355.00,SHAH ALAM JIJUS CAKES TO SHAR* IV5327
2026-07-20,590.00,SHAH ALAM XORA ENTERPRISE SDN* SO-31844
2026-07-20,490.00,SHAH ALAM 365EAT FOOD SDN BHD* 365IN2607-0020
2026-07-20,894.00,Shah Alam NYC TREATS RESOURCE* 1216
2026-07-20,590.00,TAMARIND XORA ENTERPRISE SDN* SO-31843
2026-07-20,355.00,Shah Alam JIJUS CAKES TO SHAR* IV5284
2026-07-20,230.00,Tamarind JS BREADSERIE ENTER* SO-00679
2026-07-20,606.00,Shah Alam NYC TREATS RESOURCE* 1220
2026-07-20,909.15,SHAH ALAM DANKOFF SDN BHD * IN600161377
2026-07-20,924.00,Putrajaya NYC TREATS RESOURCE* 1215
2026-07-20,320.00,Putrajaya JS BREADSERIE ENTER* SO-00677
2026-07-20,679.68,Putrajaya TMM RESOURCES * 1 15386
2026-07-21,587.30,TAMARIND TMM RESOURCES * 1-15496
2026-07-21,490.00,TAMARIND 365EAT FOOD SDN BHD* 365IN2607-0056
2026-07-21,419.00,Tamarind NYC TREATS RESOURCE* 1223
2026-07-21,1703.70,Tamarind COLLECTIVE PROJECT * IV-02074 Bal
2026-07-21,937.00,Putrajaya NYC TREATS RESOURCE* 1222
2026-07-21,375.00,PUTRAJAYA 365EAT FOOD SDN BHD* 365IN2607-0054
2026-07-21,2533.50,Putrajaya COLLECTIVE PROJECT * IV-02072 Bal
2026-07-21,414.00,Shah Alam NYC TREATS RESOURCE* 1221
2026-07-21,419.50,SHAH ALAM TMM RESOURCES * 1-15497
